iter	MultiClass
565	0.02589718297
566	0.02586753174
567	0.02581197281
568	0.0257399057
569	0.02570013382
570	0.02566310113
571	0.02559777687
572	0.02555021807
573	0.02542270677
574	0.02536563365
575	0.02533548852
576	0.02530304451
577	0.02522006415
578	0.02515946598
579	0.02508940382
580	0.02499694504
581	0.02494176344
582	0.02489020554
583	0.02486309596
584	0.02482339847
585	0.02476191726
586	0.02469930227
587	0.02467326594
588	0.02462312247
589	0.02461158571
590	0.02456904911
591	0.02452461735
592	0.0244340336
593	0.02439105025
594	0.02435207155
595	0.02427757952
596	0.0242106608
597	0.02413851241
598	0.02407118607
599	0.02404770918
600	0.02397180464
601	0.02394414833
602	0.02391224361
603	0.0239019297
604	0.02383621278
605	0.02378223197
606	0.02376068019
607	0.02369287044
608	0.02363964372
609	0.02359697088
610	0.02354440785
611	0.02351308668
612	0.02347536854
613	0.02344223605
614	0.02338670768
615	0.02335779172
616	0.02332220632
617	0.02329889275
618	0.02325360304
619	0.02322845749
620	0.0231849391
621	0.02311691199
622	0.02306060436
623	0.02304458336
624	0.02296836406
625	0.02292056196
626	0.02285028027
627	0.02282777002
628	0.02276217347
629	0.0227284897
630	0.02268717763
631	0.02266984972
632	0.02263490713
633	0.0226064148
634	0.0225965881
635	0.02252990222
636	0.02248385749
637	0.02244335827
638	0.02243535504
639	0.02239533813
640	0.02235210538
641	0.02232284802
642	0.02224535638
643	0.02219446784
644	0.02213914531
645	0.02208534208
646	0.02205240141
647	0.021988067
648	0.02195435546
649	0.0219070283
650	0.02185952442
651	0.02175419863
652	0.02170410337
653	0.02164852588
654	0.02161993746
655	0.0216036523
656	0.02157103155
657	0.02151373773
658	0.02146248149
659	0.02144684895
660	0.02141618393
661	0.02135973332
662	0.02134000267
663	0.021301487
664	0.02127760725
665	0.02119792549
666	0.02115611254
667	0.02110359684
668	0.02108757987
669	0.02105432789
670	0.02102979817
671	0.02097568124
672	0.02093816037
673	0.02088866987
674	0.02087846164
675	0.02084016619
676	0.02080733998
677	0.02076112419
678	0.02075404152
679	0.02071014472
680	0.02065930885
681	0.0206234634
682	0.02054473326
683	0.02052788984
684	0.02049434088
685	0.02044074739
686	0.02037503933
687	0.02035425932
688	0.02032883825
689	0.02031720485
690	0.02027610817
691	0.02020365617
692	0.02013671782
693	0.02011740698
694	0.02006216383
695	0.02003066752
696	0.01998140423
697	0.01994513378
698	0.01991738551
699	0.01989186676
700	0.01985877079
701	0.01984337143
702	0.01982308907
703	0.01979463656
704	0.01974555694
705	0.01969817338
706	0.01968475623
707	0.01966641419
708	0.01963803132
709	0.01960595709
710	0.01958553088
711	0.01955224817
712	0.01953074435
713	0.01948727584
714	0.01943056021
715	0.01939892637
716	0.019355001
717	0.01930853492
718	0.01927725705
719	0.01921895427
720	0.01917621574
721	0.01912959907
722	0.01910344613
723	0.01907144476
724	0.01902176868
725	0.01897768584
726	0.01895583828
727	0.01894457965
728	0.01893420347
729	0.01888638119
730	0.01887401693
731	0.01886517527
732	0.01878605831
733	0.01873064609
734	0.01871693403
735	0.01868887506
736	0.01865177717
737	0.01861675126
738	0.01859863374
739	0.01854080394
740	0.01852574554
741	0.01850473333
742	0.0184302463
743	0.01841474584
744	0.01837559242
745	0.01834788815
746	0.01833786222
747	0.01831663252
748	0.01827199639
749	0.01823181539
750	0.01818654246
751	0.01817995109
752	0.01817140595
753	0.01813655464
754	0.01812598994
755	0.01809435039
756	0.01808639261
757	0.01804872017
758	0.01804464026
759	0.01802560707
760	0.01800297285
761	0.01798287029
762	0.01796694523
763	0.01792281654
764	0.01788043608
765	0.01783184325
766	0.01779323597
767	0.01778428595
768	0.01774654991
769	0.01770632437
770	0.01768105871
771	0.01763844525
772	0.01762167106
773	0.01757713181
774	0.0175690053
775	0.01755362298
776	0.01750739494
777	0.01747723568
778	0.01746956823
779	0.01744584326
780	0.01742743292
781	0.01740347717
782	0.01739135429
783	0.01732797778
784	0.01726381625
785	0.01723753
786	0.01717917787
787	0.01715129389
788	0.01711639151
789	0.01706225528
790	0.01704426083
791	0.01701823789
792	0.01698358136
793	0.01694359295
794	0.01692620934
795	0.01689141491
796	0.01687649763
797	0.01681337702
798	0.01680245894
799	0.01676705961
800	0.01675657069
801	0.0167249789
802	0.01671855896
803	0.01668486199
804	0.01666142603
805	0.01662671001
806	0.01659720933
807	0.01657454835
808	0.01655289284
809	0.01653022361
810	0.01650250806
811	0.01647316487
812	0.01644364639
813	0.01639898582
814	0.01637956066
815	0.01635854205
816	0.01633803969
817	0.016309816
818	0.01627625485
819	0.0162344623
820	0.01620385361
821	0.01618720064
822	0.01614018153
823	0.01611458103
824	0.01610514077
825	0.01608501557
826	0.0160629326
827	0.01605859205
828	0.01603366957
829	0.01602259778
830	0.01597686667
831	0.01595809853
832	0.01594174078
833	0.01592581686
834	0.0158827438
835	0.01586067508
836	0.01585362574
837	0.01582450919
838	0.01578918324
839	0.01576316913
840	0.01573020834
841	0.0157053261
842	0.01568219383
843	0.01563554192
844	0.01561000471
845	0.01558287411
846	0.01555132732
847	0.01551887184
848	0.01550571978
849	0.0154772251
850	0.01544832076
851	0.01543380722
852	0.01542507503
853	0.01541855807
854	0.01540411569
855	0.01538675221
856	0.01535014865
857	0.01530996919
858	0.01530394913
859	0.01528216477
860	0.01524783137
861	0.01521873738
862	0.01517650683
863	0.01516520112
864	0.01513828584
865	0.0151146307
866	0.01509868015
867	0.01508666844
868	0.01507386619
869	0.0150399307
870	0.0150239665
871	0.0149838589
872	0.0149509971
873	0.01493737346
874	0.01490825792
875	0.01487800345
876	0.01486281169
877	0.01485461982
878	0.0148078553
879	0.0147910752
880	0.01477022324
881	0.01475050604
882	0.01474310607
883	0.01471993935
884	0.01470214052
885	0.01466418172
886	0.01464968394
887	0.01462840093
888	0.01460750035
889	0.01457163526
890	0.0145609726
891	0.0145345191
892	0.01452139344
893	0.01450448986
894	0.01448675047
895	0.01447676781
896	0.01446051001
897	0.01444036476
898	0.01441162414
899	0.01436979999
900	0.01434796153
901	0.01431711165
902	0.01429048689
903	0.01427817076
904	0.01424619562
905	0.01419930882
906	0.01417075252
907	0.01416183933
908	0.01414686752
909	0.01413118931
910	0.01412596867
911	0.01411843132
912	0.01407890169
913	0.01405150467
914	0.01404638036
915	0.01400883947
916	0.0139865859
917	0.01396653577
918	0.01395499955
919	0.01394900621
920	0.01393806826
921	0.01390878843
922	0.01390375104
923	0.01389277937
924	0.01387934854
925	0.01386171859
926	0.01384957801
927	0.01383860937
928	0.01382363282
929	0.01378926454
930	0.0137648998
931	0.01373911025
932	0.01371326206
933	0.0136953092
934	0.01366788752
935	0.01365801979
936	0.01364262039
937	0.01362954678
938	0.01359772158
939	0.01358094177
940	0.0135743456
941	0.01354027364
942	0.01353261215
943	0.01349282725
944	0.01347852713
945	0.01346139937
946	0.01343657509
947	0.01340636938
948	0.01339829441
949	0.01338627712
950	0.01338217928
951	0.01337892704
952	0.01336781938
953	0.01336115947
954	0.0133477361
955	0.01332146833
956	0.01330059845
957	0.01326998157
958	0.01324946132
959	0.01322510274
960	0.01321928612
961	0.01319558943
962	0.01318508639
963	0.01316406408
964	0.01315205217
965	0.01312388538
966	0.01311242487
967	0.01308446817
968	0.01307649121
969	0.01305836757
970	0.01303544643
971	0.01301324353
972	0.01298231775
973	0.01297611418
974	0.01295531016
975	0.01294576188
976	0.01293011469
977	0.01290745927
978	0.01288226236
979	0.01286829864
980	0.01284720866
981	0.01284278153
982	0.01281053744
983	0.01280657028
984	0.01278841622
985	0.01278338714
986	0.01276084231
987	0.01274993261
988	0.01274550532
989	0.01273327218
990	0.01272672705
991	0.01270925608
992	0.01268869999
993	0.01268075753
994	0.01267797871
995	0.01266700425
996	0.01265187818
997	0.01264391864
998	0.01263017111
999	0.01261617264
